10031080900	non-rumor
10031994215	non-rumor
10276391917	non-rumor
10313557537	non-rumor
10402071863	non-rumor
10826063736	non-rumor
10898255329	non-rumor
10932789204	non-rumor
11084174628	false
11151379535	false
11182712820	non-rumor
11222430092	false
11250977112	false
11360556282	false
11438101888	non-rumor
11501258141	non-rumor
11538098770	false
11581092199	non-rumor
11837016096	non-rumor
11942894685	false
11964076776	non-rumor
12123213706	non-rumor
12124710868	false
12216647286	non-rumor
12285869290	false
12287727103	non-rumor
12288387045	non-rumor
12288519240	non-rumor
12378821174	non-rumor
12414551220	non-rumor
12441071542	non-rumor
12442169938	non-rumor
12442329370	non-rumor
12477535006	non-rumor
12507236437	false
12540099788	non-rumor
12603156956	non-rumor
12630150453	false
12654431093	false
12662034072	false
12664068005	false
12666286386	false
12695585126	non-rumor
12695729092	non-rumor
12726186186	non-rumor
12726784340	non-rumor
12757294341	non-rumor
12757408265	non-rumor
12758184584	non-rumor
12788488086	non-rumor
12789225212	non-rumor
12790739984	false
12794183820	false
12852534234	non-rumor
12853256975	false
12924953614	false
12988688370	false
12993249791	non-rumor
13064253526	non-rumor
13098999976	false
13172370214	non-rumor
13204227708	non-rumor
13205228574	non-rumor
13347733575	false
13745664038	false
14451934569	false
14572844402	false
14573415538	false
3350040253028385	false
3430152690624619	non-rumor
3430345267632918	non-rumor
3430383133707152	false
3431227216808899	non-rumor
3431231695494904	false
3431580661805230	non-rumor
3432988069095587	non-rumor
3433412746212220	non-rumor
3434123093914908	non-rumor
3434607531680999	false
3435379665282363	non-rumor
3435454407726933	false
3435462423700876	non-rumor
3435944865073410	non-rumor
3436221394759868	non-rumor
3437038370353137	non-rumor
3437385528756866	non-rumor
3438126422716322	false
3438126712625357	non-rumor
3438378559523372	non-rumor
3438850393633316	false
3438851680668391	non-rumor
3439074688233106	false
3439501617989602	non-rumor
3441898884198732	non-rumor
3443197621791689	non-rumor
3443562526241064	non-rumor
3444270725950234	non-rumor
3444649723405400	non-rumor
3445012077720918	non-rumor
3445012135801368	non-rumor
3446822750294525	non-rumor
3448272473065999	non-rumor
3448772157944114	non-rumor
3449723124357728	non-rumor
3450436449719481	non-rumor
3451032509723824	non-rumor
3451776512506518	false
3451804916598743	false
3451896397863435	non-rumor
3451896830701129	non-rumor
3452222430499616	false
3452380966725128	false
3452418795146337	false
3452422104224738	false
3452453997419541	false
3452470666168082	false
3452516866452873	false
3452584473649318	false
3453234448444600	false
3453249292186339	false
3453254178451240	false
3453301066925717	false
3453529848897130	false
3453589098135002	false
3453629262608984	false
3453638683142474	false
3453646882841201	false
3453649164777578	false
3453656936899673	false
3453675689558352	false
3453675718928162	false
3453709093058161	non-rumor
3453724347000346	false
3453876256653682	false
3454043504573737	false
3454256721550776	non-rumor
3454298556129386	false
3454620153860425	false
3454632070539096	false
3455048119687645	false
3455119418952354	false
3455278454240838	false
3455471589732561	false
3455477713507351	false
3456068187718256	false
3456246314758621	false
3456465409077567	false
3456581075487348	false
3456842262740516	non-rumor
3456869509414752	false
3457125642347785	false
3457148816430806	false
3457180764465171	false
3457186108155483	false
3457191178925134	false
3457250520132238	false
3457259298831551	false
3457489054090868	false
3457514660417305	false
3457519378932573	false
3457544725440578	false
3457580171289757	false
3457616380880779	false
3457653114185006	false
3457667438187103	false
3457688354734395	false
3457694545547586	non-rumor
3458030367024814	false
3458052025942521	false
3458052369594626	false
3458398181964394	non-rumor
3458611764623621	non-rumor
3459289069282624	false
3459357758498843	false
3459370434645053	false
3459378101726338	false
3459443922790146	false
3459500143198767	non-rumor
3459674701651715	false
3459719236794007	false
3459991333888542	false
3460008874729757	false
3460049077161136	false
3460064679567744	false
3460068303693358	false
3460081889000627	false
3460099291076843	false
3460729330329170	false
3460774452684348	false
3460892992058399	false
3461174400099598	false
3461274552166859	false
3461318323189724	non-rumor
3461662084591146	non-rumor
3461998882473751	non-rumor
3462537242957043	false
3463033320068479	false
3463065243217426	non-rumor
3463354599350536	false
3463366842612838	non-rumor
3463394076393322	false
3463847677679141	false
3464440706287072	non-rumor
3464577842643036	false
3464725276652656	false
3464774891129946	false
3464863219571406	false
3464893543788087	false
3464942885303239	false
3464943167241703	false
3465261540071546	false
3465275926531305	non-rumor
3465560953888712	false
3466379833885944	false
3466392541755336	non-rumor
3466392886449857	non-rumor
3466393016510094	non-rumor
3466393099626132	non-rumor
3466532812650608	false
3466544342618479	false
3466559253185680	non-rumor
3466755555287130	non-rumor
3467116651017002	non-rumor
3467477021043106	non-rumor
3467620471081810	non-rumor
3467820220106487	non-rumor
3468095584549479	false
3468203235510418	non-rumor
3468204649472402	non-rumor
3469223404153052	false
3469650639293155	false
3469652535729793	non-rumor
3469654431140098	non-rumor
3469903954912172	false
3470014621826783	non-rumor
3470312370783354	false
3470379446370355	non-rumor
3471103924123845	non-rumor
3471349043416177	false
3471447018505175	non-rumor
3471463854399715	non-rumor
3471807346984830	non-rumor
3471820328261648	non-rumor
3472189711824480	false
3472360072478251	false
3472368082960657	false
3473324619770319	false
3473618312472201	non-rumor
3473987764367627	non-rumor
3474196170493301	false
3474212025399603	false
3474237413378556	false
3474295018100641	non-rumor
3474641237023164	false
3474726662318343	non-rumor
3474949371560457	false
3474993889611780	false
3475077888525853	false
3475088676818687	false
3475189017268462	false
3475276719201366	false
3475292175812467	false
3475302015075964	false
3475357284342594	false
3475375470567128	false
3475560997435225	false
3475659776765538	false
3475730685784894	false
3475731117821179	false
3475779444480201	false
3475812663319170	non-rumor
3475816099213996	false
3475822150928775	false
3475831861399909	false
3475956478311632	false
3475973863764537	false
3475985904876788	false
